species,i,hv_size_Wet,hv_size_Dry,size_rat,jaccard,sorensen,uniq_Wet,uniq_Dry,dist_cent
Rainwater killifish,32,4.323374752624634,41.48903203103794,9.596445925917196,0.05102793805525388,0.09710101170035934,0.4855371900826446,0.946390276786957,1.5956266066875175
Silver perch,32,30.115794149284444,27.91836912498974,0.9270341332059173,0.19698605734756802,0.32913676168304656,0.6828711128719539,0.6579102367770056,1.4445563888168471
Bay anchovy,33,1.9968811008922551,30.369708957539988,15.20857147877761,0.026313093683217218,0.051276932634241615,0.5844370860927153,0.9726757431171513,1.6929855634446171
Mojarra,33,0.13486132944020882,24.276939023399578,180.01408650033244,0,0,1,1,3.5805443905618857
Pigfish,33,0.9149805090242955,44.39592348018368,48.52116853016465,0,0,1,1,2.989080940439689
Pinfish,33,2.0294274162313113,19.27418463522154,9.497351066151506,0,0,1,1,3.296135433117044
Pink shrimp,33,0.8731950920699548,24.51480655176362,28.07483318951093,0,0,1,1,3.980207432554275
Rainwater killifish,33,8.382193718307745,32.04458206963978,3.822935039028084,0.10749713071658593,0.19412624689516236,0.5318708609271523,0.8775471897132049,1.7189701212511699
Silver perch,33,48.196149953108666,31.992330225041652,0.6637943125367453,0.2557124830679601,0.40727871469940735,0.6611859954329252,0.4895798319327731,1.3184203221860984
Bay anchovy,34,3.431554086302004,30.496381332127616,8.887046674817787,0.09565511293751493,0.17460807111292168,0.13682092555331993,0.9028722244823387,1.6493359775361263
Mojarra,34,0.10675060271097546,13.790576264525006,129.18499675231473,0,0,1,1,3.517094753758831
Pigfish,34,0.6221168026763628,45.43458000191414,73.03223415032899,0,0,1,1,3.0155556250989113
Pinfish,34,2.068061317867535,13.325076586804366,6.443269583778305,0,0,1,1,3.418455165407017
Pink shrimp,34,0.5775414303381197,28.461712914758557,49.280815920159604,0,0,1,1,4.0522156132779905
Rainwater killifish,34,7.253843792774296,36.83005191380227,5.07731527807222,0.0962446457328159,0.17558972097597506,0.4664429530201343,0.8949135482517349,1.5007642093728513
Silver perch,34,46.05349891535601,27.74701507937045,0.6024952660028732,0.2632029403879628,0.41672312812559836,0.6661015799724099,0.44580739655803736,1.2222884351364205
Bay anchovy,35,3.326014280950636,38.06474248323844,11.444551727047557,0.03516827543308136,0.06794697300468966,0.5772151898734178,0.9630579842522454,1.7964048389983351
Mojarra,35,0.07091465757285279,15.537624732453454,219.10314826650864,0,0,1,1,3.513753933899824
Pigfish,35,0.9418264929306788,34.272255845328026,36.38913972220419,0,0,1,1,2.9204000983906817
Pinfish,35,1.4859508996426163,19.61429942496129,13.199830108571348,0,0,1,1,3.3842508100443633
Pink shrimp,35,0.7062634668285194,39.161937940768205,55.44947428277033,0,0,1,1,3.869455533972365
Rainwater killifish,35,6.162644110747725,47.817320416927906,7.759221457155692,0.041095291223252825,0.0789462627863146,0.6542461005199307,0.9554396144781756,1.866933423627369
Silver perch,35,22.922560729696666,25.664523499698568,1.1196185191669983,0.25952106776316425,0.4120948420879668,0.5632580705285729,0.6099189840157653,1.312285776556146
Bay anchovy,36,2.9295568665183516,33.99047008439916,11.602597810226271,0.06509265189145956,0.1222290882879792,0.22979797979797983,0.9336181402820685,1.5496484732771747
Mojarra,36,0.13106202248941035,22.485515690096566,171.56393029043457,0,0,1,1,3.5183043517704626
Pigfish,36,0.8030550139421981,46.51093792907749,57.917498952849115,0,0,1,1,3.1105792623337565
Pinfish,36,2.0683206205767006,19.03948476718794,9.205286925911537,0,0,1,1,3.4318355557279365
Pink shrimp,36,0.5556992856305785,39.30584762426343,70.73222629692822,0,0,1,1,3.813395938765642
Rainwater killifish,36,6.308326086292745,29.423755381258903,4.664273054177285,0.07295276340022708,0.13598504219148858,0.6148717948717949,0.9174301760092524,1.577402106671529
Silver perch,36,28.100557860673334,28.840432414706186,1.0263295325915327,0.24208164424664372,0.3897998901569354,0.6050684853870332,0.6152000872314906,1.2440740211515648
Bay anchovy,37,3.9650460287719,27.697006406980105,6.985292530275807,0.09818707306459684,0.1788166615194192,0.2860483242400623,0.8977921579281737,1.6676636869057162
Mojarra,37,0.15479644642205687,18.139354776475738,117.18198444309424,0,0,1,1,3.609122958819321
Pigfish,37,1.1385590619310204,32.21461754641195,28.294199768411904,0,0,1,1,2.9758789480981296
Pinfish,37,2.0834457562016295,18.454823480785414,8.85783727550976,0,0,1,1,3.461047993899325
Pink shrimp,37,0.6637528169556298,42.35449707390314,63.81064756631297,0,0,1,1,4.004351837016811
Rainwater killifish,37,7.868755214952104,38.40866128714005,4.881161027116007,0.13661377723207088,0.2403873329157745,0.2931216931216931,0.8551823422846676,1.3045274439877645
Silver perch,37,27.287622881553503,39.40164714566564,1.443938422804181,0.3573658262823222,0.5265578657761092,0.35656250000000006,0.5543871609494115,1.0833406933727387
Bay anchovy,38,3.08156857788298,28.74836601239939,9.329133941308992,0.07075090898065829,0.13215194754868298,0.3174924165824065,0.9268412708284228,1.9788127143267304
Mojarra,38,0.08269321321175127,16.59281087387168,200.6550505104055,0,0,1,1,3.7438314641760377
Pigfish,38,1.006149342030664,27.37194637900108,27.20465564660368,0,0,1,1,2.7793006739622736
Pinfish,38,1.7071799426166225,11.486383493466686,6.728279314166097,0,0,1,1,3.6178311869114275
Pink shrimp,38,0.6919631765510732,33.26699180177533,48.07624585976784,0,0,1,1,3.9637032854316696
Rainwater killifish,38,6.3235775774160174,23.732613123365397,3.7530358144294604,0.06288197721073242,0.11832353649602834,0.7188019966722129,0.9250745217387341,1.570545718809814
Silver perch,38,36.31980477863083,33.2082486303769,0.914328940719289,0.3112003356176696,0.4746800731576565,0.5456530991857744,0.5030815709969788,1.049396592544114
Bay anchovy,39,2.584981440075515,32.150534570027105,12.437433426635314,0.06569367891970614,0.12328810842961897,0.17166212534059944,0.9333996133892482,1.7211993742113334
Mojarra,39,0.09965318213102659,14.932417957928598,149.84386487824412,0,0,1,1,3.532079511045174
Pigfish,39,0.738806646262849,30.510811625452185,41.297424407031116,0,0,1,1,2.805141711155896
Pinfish,39,1.9394528628174117,18.574426520369503,9.577147697926897,0,0,1,1,3.520243401369854
Pink shrimp,39,0.9781220256635715,44.287095664798414,45.27767957658804,0,0,1,1,4.0495393274476355
Rainwater killifish,39,3.804698249945122,35.96530428746844,9.452866410098935,0.04952502708459879,0.09437607642796449,0.5067497403946002,0.9478200327597524,1.404407651745189
Silver perch,39,33.02757533951202,26.797183212810427,0.8113578710318478,0.19634305804497026,0.3282387217021654,0.7027211039336753,0.6336032388663968,1.440659754772292
Bay anchovy,40,3.316383960467268,35.330401179794784,10.653290330959399,0.08557627579826131,0.15766054897493803,0.0813679245283019,0.9137701079259923,1.70660161742155
Mojarra,40,0.07361449356943232,21.68721474236777,294.6052290900113,0,0,1,1,3.745801414942076
Pigfish,40,0.8479696683929917,33.20711707895303,39.16073689508808,0,0,1,1,2.8404423327949426
Pinfish,40,1.731140549340642,21.073052022797963,12.172929593050247,0,0,1,1,3.2189257102997306
Pink shrimp,40,0.4910398818007406,33.89122588867453,69.01929383900283,0,0,1,1,3.8660048817836574
Rainwater killifish,40,8.046794114418875,37.31971406595141,4.637836327771706,0.0536985714082494,0.10192397117229117,0.7126846663270504,0.9380497039206658,1.7383510038631897
Silver perch,40,38.78087864747209,30.107202494518695,0.7763414224881471,0.27395372139697405,0.4300842594133887,0.6180117574219299,0.5079635949943118,1.289724334894428
Bay anchovy,41,2.5654519739207404,40.13307582941293,15.643666783626502,0.0465121216644073,0.08888979057487244,0.26027397260273977,0.9527140255779739,1.653844889227484
Mojarra,41,0.1733068123667888,19.011426619464665,109.69809183974046,0,0,1,1,3.589641743271641
Pigfish,41,1.2941355721372847,49.23721406668791,38.046411154104895,0,0,1,1,3.143357986121719
Pinfish,41,2.1929616188072405,9.562989239112627,4.360764528251967,0,0,1,1,3.427169765828195
Pink shrimp,41,0.6166910413134212,25.60472646750866,41.51953693534451,0,0,1,1,3.9797524966060283
Rainwater killifish,41,8.217223831017035,36.27996864743769,4.415112621186487,0.09962461007555551,0.18119749078498756,0.5093975903614458,0.8888811109179107,1.6998195563353233
Silver perch,41,24.320156461318536,21.13998085840445,0.8692370417940284,0.19552230370587192,0.327091018042563,0.6942946765183612,0.648306148055207,1.397053122511126
Bay anchovy,42,3.3092233051964235,27.74394126351282,8.383822638969974,0.0769840450009576,0.1429622757334147,0.32923368022705773,0.9199927826890012,1.5325218326726757
Mojarra,42,0.1726835379593984,16.41974448265872,95.08575441927393,0,0,1,1,3.6138587713449994
Pigfish,42,1.0150749170254458,73.06373217225259,71.97865984744949,0,0,1,1,2.839307817852189
Pinfish,42,1.9688684073165448,17.059002064781538,8.664368833076043,0,0,1,1,3.34205058177738
Pink shrimp,42,1.1147291550138814,22.141924870967273,19.86305352414645,0,0,1,1,3.9299354498743795
Rainwater killifish,42,9.250523033762573,31.812627737204163,3.4390085426623327,0.0858820403963209,0.15817931819735415,0.6489203276247208,0.8979125326325917,1.566918435581018
Silver perch,42,64.4688658007849,36.18119645793284,0.5612196834629646,0.15660479012138648,0.27080086726071867,0.7886101778668623,0.6233385457388585,1.5679923914140665
Bay anchovy,43,4.351772084029906,37.895814274908325,8.708133960870342,0.07732102641996653,0.14354314920764366,0.30323193916349805,0.9199865247862054,1.7757899205016308
Mojarra,43,0.1097619205302155,16.33961169012075,148.86411982580742,0,0,1,1,3.68972606936867
Pigfish,43,0.7831693661633115,41.055769222237515,52.422593370022476,0,0,1,1,2.6851199322541643
Pinfish,43,1.5958464337143596,16.671218666142142,10.446630900029396,0,0,1,1,3.3546122868058927
Pink shrimp,43,0.604000765554987,21.425745086261877,35.47304292996185,0,0,1,1,4.023623551274242
Rainwater killifish,43,5.796835471349592,33.2780643031617,5.740729483808181,0.07141985516641065,0.13331814754416305,0.5506692160611855,0.9217293228663432,1.5420197411417575
Silver perch,43,28.75545570326867,28.742413505553355,0.999546444408675,0.2133565771929045,0.35167992856066116,0.6483998246383166,0.6482402820514381,1.3051314479339344
Bay anchovy,44,2.093421227131372,34.001885125339896,16.24225678266045,0.05381904957257975,0.10214096925730903,0.1194295900178253,0.9457852180417295,1.6785168605326573
Mojarra,44,0.08837633965895256,14.296832281291035,161.77217043003841,0,0,1,1,3.5443986814934516
Pigfish,44,0.6423145551980615,42.73479379734791,66.53250101762117,0,0,1,1,2.9725886232795986
Pinfish,44,1.6765469727171414,16.5303941720097,9.859785881942376,0,0,1,1,3.4410105816304775
Pink shrimp,44,1.0067603136294372,47.761386764539246,47.440672936695634,0,0,1,1,4.021113349655768
Rainwater killifish,44,7.817083897463205,30.48548435598859,3.899853801733114,0.09850229034956164,0.17933925348160462,0.5606319385140905,0.8873372993391054,1.6070642745126305
Silver perch,44,25.327308305430954,19.68233255817387,0.7771190021781103,0.21755848467653255,0.3573684343127568,0.6824568823020801,0.5913841807909604,1.4296488232370292
Bay anchovy,45,2.283507090284663,38.13023289554966,16.698101380012062,0.035136795413328335,0.0678882164541321,0.39925373134328357,0.9640230793318922,1.7716271165526274
Mojarra,45,0.11916179720039266,15.220758898331852,127.73186756100466,0,0,1,1,3.5585453144823553
Pigfish,45,0.9922161349684063,47.82863188530692,48.203844101799305,0,0,1,1,3.018157263087004
Pinfish,45,2.390011850970086,28.86555319076832,12.077577430861707,0,0,1,1,3.4059088605309906
Pink shrimp,45,0.8414307077306763,22.3429114263937,26.553477572326944,0,0,1,1,4.021804696119103
Rainwater killifish,45,7.216595222391559,41.68481348648946,5.776243810536907,0.1087332479854927,0.1961396001843636,0.33545512412476125,0.8849520730646809,1.5090544643590216
Silver perch,45,25.75133244601674,21.332401049315493,0.8283998932496103,0.30465716401655263,0.4670302243673378,0.573040993811209,0.48459794639285236,1.0152017440750272
Bay anchovy,46,2.9230589634979114,42.07454129913421,14.394010461145552,0.06087860789410656,0.11477016774794513,0.11661341853035152,0.9386281826142744,1.737644597788051
Mojarra,46,0.10084269275512785,18.34120541268328,181.87936985400094,0,0,1,1,3.732809831835304
Pigfish,46,1.0966402384812737,46.28872707787323,42.209582918440084,0,0,1,1,2.914862866844211
Pinfish,46,1.8905543436508685,16.95952091280682,8.970660362005843,0,0,1,1,3.455332062618881
Pink shrimp,46,0.9190657466909303,29.568359912733442,32.17219227154691,0,0,1,1,3.894375945981911
Rainwater killifish,46,5.824339636483242,42.97621999760365,7.3787283503186725,0.06651868890120638,0.12473984674331033,0.4774193548387097,0.9291774110184282,1.693291208200615
Silver perch,46,62.44883652966389,27.011046978982478,0.4325308281148189,0.2596648502844187,0.41227609109802377,0.7047008949037038,0.3172761664564944,1.2162219691717335
Bay anchovy,47,2.4256846226112243,33.99978952942267,14.016574624949492,0.06574645822556413,0.1233810494384002,0.07361963190184047,0.9339082198835368,1.867743491933432
Mojarra,47,0.12680196273794367,24.645046272564343,194.35855518654103,0,0,1,1,3.6115657672418466
Pigfish,47,0.7720578213717385,30.459015870278908,39.45172890828494,0,0,1,1,2.966045426302119
Pinfish,47,1.213835499236954,16.078659357841143,13.246160099905278,0,0,1,1,3.4707396177726046
Pink shrimp,47,0.7377009669483724,45.982328943193494,62.33193530084059,0,0,1,1,4.028450614710142
Rainwater killifish,47,5.902458725885497,43.30998750818936,7.337618019801049,0.08110767134598212,0.15004550147165793,0.37448896156991,0.9147528480302318,1.5733210766376
Silver perch,47,31.124652334557126,29.931984279885018,0.9616809196179226,0.2609348606173624,0.4138752425158694,0.5940544168271893,0.57787913340935,1.2514362765410862
Bay anchovy,48,2.631263265720311,38.117243195977046,14.486290175735194,0.05451837934680511,0.10339958110654296,0.19936204146730466,0.9447313322582906,1.729952259383273
Mojarra,48,0.1097872191571719,18.759572183372587,170.87209538039482,0,0,1,1,3.5531290162698093
Pigfish,48,0.8831338070864853,32.33375697986311,36.612523176452996,0,0,1,1,3.072847492190363
Pinfish,48,1.7224285109508832,27.82775686510205,16.156117184648476,0,0,1,1,3.2899919543972147
Pink shrimp,48,0.9531059758201069,43.921107989441495,46.08208226965449,0,0,1,1,3.7913726800481697
Rainwater killifish,48,8.98251473759944,27.18776138565607,3.026742752990122,0.04945056736131827,0.09424087022155622,0.8102581293999329,0.9373115305512433,2.0175830810668476
Silver perch,48,28.967819149182134,39.481959483387996,1.3629593335990815,0.26292314977302556,0.4163723656823909,0.5080645161290323,0.6390681132268675,1.3529737207514745
Bay anchovy,49,2.8606931971937986,32.4006854854336,11.326165810866087,0.07276019042618799,0.1356504297522109,0.16397515527950318,0.9261864201282987,1.3572737936640182
Mojarra,49,0.09994664461104347,15.677654135193563,156.86023474029946,0,0,1,1,3.7625424755199215
Pigfish,49,1.0505958859560178,58.29222660260161,55.484918018270214,0,0,1,1,2.9950756503833835
Pinfish,49,1.7680137067812216,24.162901957153608,13.666693795685367,0,0,1,1,3.351294390950127
Pink shrimp,49,1.0285837039246772,27.291398407685364,26.532987352951395,0,0,1,1,3.8077212451739495
Rainwater killifish,49,4.862052084498831,25.535510604739613,5.25200268548167,0.07815495052418224,0.14497906907756536,0.5467952353942145,0.9137082001388541,1.5892564231195936
Silver perch,49,39.964031160600236,28.42943148202125,0.7113754708020865,0.19601986445560804,0.32778697123869316,0.7195167088867958,0.6057169488892341,1.3481366773594206
Bay anchovy,50,3.990536904970249,41.29884798481398,10.349195852161122,0.06029774068049661,0.11373737463931154,0.354586129753915,0.9376363265836438,1.723000273565953
Mojarra,50,0.15058834132615923,16.398216398435604,108.89432909629248,0,0,1,1,3.6422703103361895
Pigfish,50,0.6263169227177381,42.81586711543039,68.36134481189198,0,0,1,1,3.104522964090672
Pinfish,50,1.5120667740284628,20.005818983819875,13.23077745470207,0,0,1,1,3.3069995657088906
Pink shrimp,50,0.5559112365226182,42.909180877533515,77.18710840590768,0,0,1,1,3.9738409032319124
Rainwater killifish,50,7.4723651840615055,36.62764781185363,4.90174756046186,0.08223368885354106,0.15197029939190845,0.5515548281505729,0.9085132054807055,1.5640693016877112
Silver perch,50,44.625007595501955,29.88351794352506,0.6696585514203299,0.26191918335798703,0.4151124522269578,0.6534519721690983,0.4825004069672798,1.3276043110945168
